Region,Site,Layer/Assemblage/Context,Culture,Lab code,ProjCode,date,error,Material,Species,Marine?,ΔR,ΔR error,% marine,Cal. BC 1 sigma,Cal. BC 1 sigma,Cal. BC 2 sigma,Cal. BC 2 sigma,Latitude,Longitude,Notes,reference
Southern Italy,Masseria Candelaro,"Structure Q, area of skulls (Phase III)",Neolithic,OxA-12064,507,"6,501",90,Bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
Southern Italy,Masseria Candelaro,"Ditch F, layer 6 (Phase III)",Neolithic,OxA-3685,508,"6,510",90,"collagen, bone",Homo sapiens,,,,,,,,,15.820260,41.541480,,Hedges et al 1995
Southern Italy,Masseria Candelaro,"Pit P2, layer 8 (Phase II)",Neolithic,OxA-9989,509,"6,510",90,Seed,,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
Southern Italy,Masseria Candelaro,"Ditch Ze, layer 5 (Phase II)",Neolithic,OxA-9990,510,"6,555",90,Seed,,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
Southern Italy,Masseria Candelaro,"Pit P2, burial layer 8 (Phase II)",Neolithic,OxA-12063,511,"6,601",90,Bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
Southern Italy,Masseria Candelaro,"Structure Q, layer 3",Neolithic,OxA-9988,512,"6,605",90,Unknown,,,,,,,,,,15.820260,41.541480,,Fiorentino et al 2013
Southern Italy,Masseria Candelaro,Phase II,Neolithic,OxA-12062,513,"6,638",90,Bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Whitehouse 2013
Southern Italy,Masseria Candelaro,"Structure Q, SU 4 (Phase II)",Neolithic,OxA-3684,514,"6,640",90,bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Pinhasi et al 2005
Southern Italy,Masseria Candelaro,,Neolithic,?,515,"6,800",90,Human bone,Homo sapiens,,,,,,,,,15.820260,41.541480,,Cassano & Manfredini 2004
Southern Italy,Masseria Giuffreda,Ditch G,Neolithic,MC-2292,516,"7,124",90,Charcoal,,,,,,,,,,15.653040,41.495820,,Whitehouse 2013
Northern Italy,Mezzocorona - Bergonouvo,US 145,Mesolithic,ETH-15980,517,"6,005",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Skeates 2003
Northern Italy,Mezzocorona - Bergonouvo,US 145,Mesolithic,ETH-15981,518,"6,170",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Skeates 2003
Northern Italy,Mezzocorona - Bergonouvo,"US 145, burial",Mesolithic,UtC-202,519,"6,210",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Skeates 2003
Northern Italy,Mezzocorona - Bergonouvo,"US 145, burial",Mesolithic,Utc-7202,520,"6,210",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Pearce 2013
Northern Italy,Mezzocorona - Bergonouvo,"US 145, burial",Mesolithic,UtC-7201,521,"6,380",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Skeates 2003
Northern Italy,Mezzocorona - Bergonouvo,US 151,Mesolithic,ETH-15984,522,"6,410",90,Bone,Homo sapiens,,,,,,,,,11.128595,46.207258,,Skeates 2003
Central Italy,Mileto,Ditch 2,Neolithic,Beta-44155,523,"6,100",90,Charcoal,,,,,,,,,,11.210000,43.790000,,http://fepre.mas.ncl.ac.uk/
Central Italy,Mileto,Ditch 1,Neolithic,Beta-44114,524,"6,180",90,Charcoal,,,,,,,,,,11.210000,43.790000,,Pinhasi et al 2005
Northern Italy,Mokafe,,Mesolithic,OZE033,525,"7,091",90,Human bone,Homo sapiens,,,,,,,,,8.013047,44.686522,,"Zoppie, I. 2001"
Northern Italy,"Molino Casarotto, site 3",,Neolithic,Birm-175,526,"6,450",90,Wood,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,"Molino Casarotto, site 4",,Neolithic,Birm-177,527,"6,125",90,Peat,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,"Molino Casarotto, site 4",,Neolithic,Birm-172,528,"6,240",90,Charcoal,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,"Molino Casarotto, site 4",,Neolithic,Birm-173,529,"6,290",90,Charcoal,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,"Molino Casarotto, site 4",,Neolithic,Birm-174,530,"6,350",90,Charcoal,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,"Molino Casarotto, site 4",,Neolithic,Birm-176,531,"6,470",90,Wood,,,,,,,,,,11.542730,45.465255,,Skeates 1994
Northern Italy,Mondeval de Sora,,Mesolithic,R-1939,532,"7,440",90,Charcoal,,,,,,,,,,12.092800,46.465563,,Alciati et al 1992
Northern Italy,Mondeval de Sora,US 7,Mesolithic,GX-21793,533,"8,260",90,Charcoal,,,,,,,,,,12.092800,46.465563,,Martínez-Grau et al 2020
Northern Italy,Mondeval de Sora,,Mesolithic,R-1937,534,"8,380",90,Charcoal,,,,,,,,,,12.092800,46.465563,,Alciati et al 1992
Northern Italy,Mondeval de Sora,,Mesolithic,OxA-7468,535,"7,425",90,"collagen, bone",Homo sapiens,,,,,,,,,12.097100,46.428330,,Bronk Ramsey et al 2002
Northern Italy,Monte Bagioletto Alto,,Mesolithic,I-12520,536,"7,630",90,Charcoal,,,,,,,,,,11.086940,44.581909,,Skeates 1994
Northern Italy,Monte Bagioletto Alto,Level IV B21/US 40,Mesolithic,I-12687,537,"7,670",90,Charcoal,,,,,,,,,,11.086940,44.581909,,Skeates 1994
Northern Italy,Monte Bagioletto Alto,,Mesolithic,Bln-2839,538,"8,260",90,Charcoal,,,,,,,,,,11.086940,44.581909,,Skeates 1994
Central Italy,Monte Frignone II,,Neolithic,LTL-2656A,539,"6,168",90,Unknown,,,,,,,,,,10.316452,44.206591,,Ref missing
Central Italy,Monte Frignone II,,Neolithic,LTL-2653A,540,"6,624",90,Unknown,,,,,,,,,,10.316452,44.206591,,Ref missing
Corsica,Monte Leone,US 20,Mesolithic,AA-35788,541,"7,930",90,Charcoal,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 22,Mesolithic,AA-18108,542,"8,050",90,Bone,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 35,Mesolithic,AA-35791,543,"8,115",90,Charcoal,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 22-3,Mesolithic,AA-35789,544,"8,135",90,Charcoal,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 6,Mesolithic,ETH-8305,545,"8,225",90,Bone,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 9/12,Mesolithic,AA-35790,546,"8,275",90,Charcoal,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 49,Mesolithic,AA-35792,547,"8,315",90,Charcoal,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 22-7,Mesolithic,AA-18110,548,"8,335",90,Bone,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 55,Mesolithic,AA-18112,549,"8,415",90,Bone,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Corsica,Monte Leone,US 22-3,Mesolithic,AA-18109,550,"8,965",90,Bone,,,,,,,,,,9.180303,41.386560,,Lo Veto & Martini 2016
Southern Italy,Monte Maulo,,Neolithic,OxA-653,551,"6,210",90,"collagen, bone",Bos,,,,,,,,,14.493750,41.630840,,Gowlett et al 1987
Southern Italy,Monte Maulo,,Neolithic,OxA-652,552,"6,280",90,"collagen, bone",,,,,,,,,,14.493750,41.630840,,Gowlett et al 1987
Southern Italy,Monte Maulo,,Neolithic,OxA-651,553,"6,540",90,cow radius,,,,,,,,,,14.640000,41.570000,,Pinhasi et al 2005
Northern Italy,Monte Viso - Blue,,Neolithic,AA-66517,554,"6,212",90,Charcoal,,,,,,,,,,7.090381,44.667312,,Pétrequin et al 2006
Northern Italy,Monte Viso - Blue,,Neolithic,AA-66515,555,"6,222",90,Charcoal,,,,,,,,,,7.090381,44.667312,,Pétrequin et al 2006
Northern Italy,Monte Viso - Porco,Terrace,Neolithic,AA-62121,556,"6,110",90,Charcoal,,,,,,,,,,7.090381,44.667312,,Pétrequin et al 2006
Northern Italy,Monte Viso - Porco,Terrace,Neolithic,AA-62122,557,"6,146",90,Charcoal,,,,,,,,,,7.090381,44.667312,,Pétrequin et al 2006
Northern Italy,Monte Viso - Porco,Terrace,Neolithic,AA-62124,558,"6,231",90,Charcoal,,,,,,,,,,7.090381,44.667312,,Pétrequin et al 2006
Central Italy,Moscano,,Neolithic,LTL15330a,559,"6,263",90,Charcoal,Fraximus sp.,,,,,,,,,12.948550,43.370150,,La Marca et al 2017
Central Italy,Moscano,US 3 tg. VII,Neolithic,LTL15329a,560,"6,397",90,Charcoal,Buxus sempervirens,,,,,,,,,12.948550,43.370150,,La Marca et al 2017
Central Italy,"Muraccio, Pieve Fosciana",US 13,Neolithic,R-427,561,"6,210",90,charcoal,,,,,,,,,,10.416700,44.133300,,Pearce 2013
Northern Italy,Nave-via Barcella,,Neolithic,GX-24945,562,"6,440",90,Charcoal,,,,,,,,,,10.283333,45.558000,,Martínez-Grau et al 2020
Northern Italy,"Novi Ligure, Pieve",,Neolithic,LTL-17274a,563,"6,097",90,Unknown,,,,,,,,,,8.850220,44.750000,,Giustetto 2018
Southern Italy,Oria Sant'Anna,LEVEL 2,Neolithic,LTL-1060A,564,"6,352",90,Unknown,,,,,,,,,,17.645252,40.501132,,Fiorentino et al 2013
Southern Italy,Oria Sant'Anna,Level 3,Neolithic,LTL-1062A,565,"6,442",90,Unknown,,,,,,,,,,17.645252,40.501132,,Fiorentino et al 2013
Southern Italy,Oria Sant'Anna,Level 3,Neolithic,"-LTL 1061,00",566,"6,600",90,Unknown,,,,,,,,,,17.645252,40.501132,,Fiorentino et al 2013
Southern Italy,Oria Sant'Anna,,Neolithic,R-322,567,"6,780",90,Unknown,,,,,,,,,,17.645252,40.501132,,Fiorentino et al 2013
Southern Italy,Palata,,Neolithic,LTL-5188A,568,"6,561",90,Unknown,,,,,,,,,,17.373110,40.813100,,Fiorentino et al 2013
Southern Italy,Palata,Burial,Neolithic,LTL-5187A,569,"6,576",90,Bone,Homo sapiens,,,,,,,,,17.373110,40.813100,,Whitehouse 2013
Northern Italy,"Palughetto basin, Piano del Cansiglio",,Mesolithic,R-3130,570,"6,414",90,Charcoal,,,,,,,,,,11.169330,46.433666,,Skeates 2000
Northern Italy,"Palughetto basin, Piano del Cansiglio",,Mesolithic,R-3129,571,"7,633",90,Charcoal,,,,,,,,,,11.169330,46.433666,,Skeates 2000
Northern Italy,"Palughetto basin, Piano del Cansiglio",,Mesolithic,R-3122,572,"8,585",90,Charcoal,,,,,,,,,,11.169330,46.433666,,Skeates 2000
Northern Italy,"Palughetto basin, Piano del Cansiglio",,Mesolithic,R-3123,573,"8,800",90,Charcoal,,,,,,,,,,11.169330,46.433666,,Skeates 2000
Northern Italy,Passo della Comunella,,Mesolithic,Birm-830,574,"6,960",90,Charcoal,,,,,,,,,,10.300970,44.285105,,Skeates 1994
Southern Italy,Passo di Corvo,,Neolithic,R-846,575,"6,140",90,Seed,,,,,,,,,,15.611280,41.553030,,Whitehouse 2013
Northern Italy,Pavia di Udine,Feature 2,Neolithic,LTL-950a,576,"6,069",90,Unknown,,,,,,,,,,13.302528,45.996285,,Pearce 2013
Northern Italy,Pavia di Udine,,Neolithic,LTL-4253A,577,"6,077",90,Seed,Triticum dicoccum,,,,,,,,,13.302528,45.996285,,Martínez-Grau et al 2020
Northern Italy,Pavia di Udine,Feature 1,Neolithic,Hd-23489,578,"6,106",90,Unknown,,,,,,,,,,13.302528,45.996285,,Pearce 2013
Northern Italy,Pavia di Udine,,Neolithic,LTL-4250A,579,"6,106",90,Seed,Hordeum sp. or Triticum sp,,,,,,,,,13.302528,45.996285,,Martínez-Grau et al 2020
Northern Italy,Pavia di Udine,,Neolithic,LTL-4249A,580,"6,112",90,Seed,Triticum dicoccum,,,,,,,,,13.302528,45.996285,,Martínez-Grau et al 2020
Northern Italy,Pavia di Udine,,Neolithic,LTL-4247A,581,"6,127",90,Seed,Triticum dicoccum,,,,,,,,,13.302528,45.996285,,Martínez-Grau et al 2020
Southern Italy,Penitenzeria,"Trench 4, 187.5 cm (base of Stratum IV)",Neolithic,Beta 181785,582,"6,340",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Penitenzeria,"Trench 4, 113 cm (Stratum IV, near top)",Neolithic,Beta-169498,583,"6,340",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Penitenzeria,"Trench 4, 170 cm (just above base of Stratum IV)",Neolithic,Beta-181784,584,"6,410",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Central Italy,Penne,,Neolithic,X-45,585,"6,580",90,Unknown,,,,,,,,,,13.930000,41.470000,,Pinhasi et al 2005
Sicily,Perriere Sottano,,Mesolithic,UtC-1355,586,"8,460",90,Charcoal,,,,,,,,,,14.693540,37.385140,,Lo Veto & Martini 2016
Sicily,Perriere Sottano,,Mesolithic,UtC-1424,587,"8,700",90,Charcoal,,,,,,,,,,14.693540,37.385140,,Lo Veto & Martini 2016
Central Italy,Petriolo III South,,Mesolithic,OxA-2630,588,"7,480",100,charcoal,,,,,,,,,,11.130000,43.100000,,http://fepre.mas.ncl.ac.uk/
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-192,589,"7,540",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-159,590,"7,950",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-209,591,"8,530",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-139,592,"8,830",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-210,593,"8,950",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-211,594,"9,080",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-231,595,"9,130",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 1,,Mesolithic,NA-212,596,"9,200",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Northern Italy,Pian dei Cavalli 13,,Mesolithic,NA-251,597,"7,030",90,Unknown,,,,,,,,,,9.319281,46.424672,,Skeates & Whitehouse 1998
Central Italy,Pian di Cerreto,,Neolithic,R-2702,598,"6,447",90,Charcoal,,,,,,,,,,12.633300,43.866700,,Skeates & Whitehouse 1996
Central Italy,Pian di Cerreto,US 2b,Neolithic,R-548,599,"6,680",90,Unknown,,,,,,,,,,12.633300,43.866700,,Pinhasi et al 2005
Southern Italy,Piana di Curingia,Area H,Neolithic,P-2946,600,"6,930",90,charcoal,,,,,,,,,,16.250000,38.820000,,Pinhasi et al 2005
Northern Italy,Piancada,q.F1-2,Neolithic,OZC-210,601,"6,060",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Northern Italy,Piancada,"Feature 52, ditch",Neolithic,LTL-1543a,602,"6,091",90,Unknown,,,,,,,,,,13.084700,45.786700,,Pearce 2013
Northern Italy,Piancada,q.E3,Neolithic,OZB-950,603,"6,240",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Northern Italy,Piancada,q.F2,Neolithic,OZB-949,604,"6,280",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Northern Italy,Piancada,Burial ,Neolithic,OZC-211,605,"6,330",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Northern Italy,Piancada,,Neolithic,OZB-94B,606,"6,410",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Northern Italy,Piancada,Pit feature 1,Neolithic,R-2705,607,"6,751",90,Charcoal,,,,,,,,,,13.084700,45.786700,,Skeates & Whitehouse 1998
Sicily,Piano Vento,Sector A10,Neolithic,A-4474,608,"6,130",90,charcoal,,,,,,,,,,13.766700,37.183300,,Pinhasi et al 2005
Central Italy,"Piazzana, Coreglia",Sq. 34 level 3A1,Mesolithic,R-400,609,"7,330",85,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Central Italy,"Piazzana, Coreglia",Sq. 43 level 3D,Mesolithic,R-395,610,"8,080",90,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Central Italy,"Piazzana, Coreglia","Sq. 43, level 3E",Mesolithic,R-396,611,"8,450",90,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Central Italy,"Piazzana, Coreglia",Sqs. 33/43 level 3G,Mesolithic,R-398,612,"8,780",90,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Central Italy,"Piazzana, Coreglia","Sqs. 33/43, level 3F",Mesolithic,R-397,613,"8,890",90,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Central Italy,"Piazzana, Coreglia","Sq. 44, level 31",Mesolithic,R-399,614,"8,990",90,charcoal,,,,,,,,,,10.561200,44.109800,,Skeates & Whitehouse 1997
Northern Italy,Pipistrelli,T. 6,Neolithic,Lyon-14605(SacA-51548),615,"6,015",90,Bone,Homo sapiens,,,,,,,,,8.396964,44.212370,,Sparacello et al 2019
Northern Italy,Pipistrelli,T. 5,Neolithic,Lyon-14606(SacA-51549),616,"6,040",90,Bone,Homo sapiens,,,,,,,,,8.396964,44.212370,,Sparacello et al 2019
Northern Italy,Pipistrelli,T. 75,Neolithic,GrM-13355,617,"6,092",90,Bone,Homo sapiens,,,,,,,,,8.396964,44.212370,,Sparacello et al 2019
Northern Italy,Pipistrelli,T. 4,Neolithic,GrM-15883,618,"6,095",90,Bone,Homo sapiens,,,,,,,,,8.396964,44.212370,,Sparacello et al 2019
Northern Italy,Pizzo di Bodio,US 326,Neolithic,B-5088,619,"6,060",90,Unknown,,,,,,,,,,8.749392,45.800009,,Skeates 1994
Northern Italy,Pizzo di Bodio,,Neolithic,B-5090,620,"6,320",90,Unknown,,,,,,,,,,8.833300,45.800000,,Pinhasi et al 2005
Northern Italy,"Plan de Frea IV, Selva Val Gardena",,Mesolithic,R-2714,621,"8,688",90,Charcoal,,,,,,,,,,11.783958,46.556539,,Skeates 2000
Northern Italy,"Plan de Frea IV, Selva Val Gardena",,Mesolithic,R-2566,622,"9,377",90,Charcoal,,,,,,,,,,11.783958,46.556539,,Skeates 2000
Southern Italy,Porto Badisco,,Neolithic,F-97,623,"6,465",90,charcoal,,,,,,,,,,18.484561,40.082549,,Pinhasi et al 2005
Southern Italy,Porto Badisco,,Neolithic,LTL-427A,624,"6,739",90,Unknown,,,,,,,,,,18.484561,40.082549,,Fiorentino et al 2013
Central Italy,Portonovo,"forno 19 US 1176, tg. VII",Neolithic,LTL 15357A,625,"6,647",90,Charcoal,Phillyrea/Rhamnus,,,,,,,,,13.591150,43.564150,,Conati Barbaro 2017
Central Italy,Portonovo,"Oven 23, US1227",Neolithic,LTL15990a,626,"6,673",90,Charcoal,Buxus sempervirens,,,,,,,,,13.591150,43.564150,,Conati Barbaro 2017
Central Italy,Portonovo,US 1186 tg. VIII,Neolithic,LTL 15323A,627,"6,734",90,Charcoal,Buxus sempervirens,,,,,,,,,13.591150,43.564150,,Conati Barbaro 2017
Central Italy,Portonovo,forno 22 US 1201 tgl. X,Neolithic,LTL15358a,628,"6,916",90,Charcoal,Cornus sp.,,,,,,,,,13.591150,43.564150,,Conati Barbaro 2017
Central Italy,Portonovo,Tomb 1,Neolithic,LTL18596A,629,"6,076",90,Bone,Homo sapiens,,,,,,,,,13.599937,43.561191,,Conati-Barbaro 2019
Central Italy,Portonovo,US114,Neolithic,LTL15989A,630,"6,378",90,Seed,Rosaceae Sorbus sp. ,,,,,,,,,13.599937,43.561191,,Conati-Barbaro 2019
Central Italy,Portonovo,"Sep. 3, US1036",Neolithic,LTL5191a,631,"6,418",90,Charcoal,,,,,,,,,,13.599937,43.561191,,Conati Barbaro 2014
Central Italy,Portonovo,,Neolithic,?,632,"6,500",90,Charcoal,,,,,,,,,,13.599937,43.561191,,Conati Barbaro 2014
Central Italy,Portonovo,US 1229 base,Neolithic,LTL15991A,633,"6,500",90,Charcoal,Quercus sp. gr. sempreverdi ,,,,,,,,,13.599937,43.561191,,Conati-Barbaro 2019
Central Italy,Portonovo,Forno 5 US 1031 tg. III,Neolithic,LTL5192A,634,"6,500",90,Charcoal,Quercus sp. gr. sempreverdi ,,,,,,,,,13.599937,43.561191,,Conati-Barbaro 2019
Central Italy,Portonovo,US1154,Neolithic,LTL12777A,635,"6,555",90,Charcoal,,,,,,,,,,13.599937,43.561191,,Conati Barbaro 2014
Southern Italy,Praia di Mare (Madonna),,Mesolithic,R-286,636,"9,020",90,charcoal,,,,,,,,,,17.233600,40.423600,,Pluciennik 1997
Southern Italy,Praia di Mare (Madonna),,Mesolithic,R-287,637,"9,035",90,"collagen, bone",,,,,,,,,,17.233600,40.423600,,Pluciennik 1997
Southern Italy,Praia di Mare (Madonna),,Mesolithic,R-188,638,"9,070",90,"collagen, bone",,,,,,,,,,17.233600,40.423600,,Pluciennik 1997
Corsica,Presa-Tusiu,Layer 3c,Neolithic,R-428,639,"6,210",90,Unknown,,,,,,,,,,9.069700,41.706393,,Soula 2012
Southern Italy,Pulo di Molfetta,"Phase II, US49",Neolithic,LTL-141A,640,"6,651",90,Bone,Ovis vel carpa,,,,,,,,,16.575717,41.194478,,Binder et al
Southern Italy,Pulo di Molfetta,"Phase Isup, US46",Neolithic,LTL-3810A,641,"6,764",90,Bone,Ovis vel carpa,,,,,,,,,16.575717,41.194478,,Binder et al
Southern Italy,Pulo di Molfetta,"Phase I, US10",Neolithic,LTL-4536A,642,"6,983",90,Bone,Ovis vel carpa,,,,,,,,,16.575717,41.194478,,Binder et al
Southern Italy,Pulo di Molfetta,"Phase I, US10",Neolithic,LTL-142A,643,"7,134",90,Bone,,,,,,,,,,16.575717,41.194478,,Fiorentino et al 2013
Corsica,Renaghju,US66,Neolithic,Ly-8328,644,"6,095",90,Charcoal,,,,,,,,,,8.921155,41.526743,,Lugliè 2018
Corsica,Renaghju,US75,Neolithic,Ly-11262,645,"6,290",90,Charcoal,,,,,,,,,,8.921155,41.526743,,Lugliè 2018
Corsica,Renaghju,US104,Neolithic,Ly-8327,646,"6,525",90,Charcoal,,,,,,,,,,8.921155,41.526743,,Lugliè 2018
Corsica,Renaghju,US61,Neolithic,Ly-9519,647,"6,769",90,Charcoal,,,,,,,,,,8.921155,41.526743,,Lugliè 2018
Southern Italy,Rendina,Ditch 14,Neolithic,LJ-4550,648,"6,530",90,charcoal,,,,,,,,,,16.000000,41.000000,,Müller 1991
Southern Italy,Rendina,"C-shaped ditch, 4",Neolithic,LJ-4549,649,"6,760",90,charcoal,,,,,,,,,,16.000000,41.000000,,Müller 1991
Southern Italy,Rendina,Base of ditch 14,Neolithic,LJ-4551,650,"6,900",90,charcoal,,,,,,,,,,16.000000,41.000000,,Müller 1991
Southern Italy,Rendina,"C-shaped ditch, 4",Neolithic,LJ-4548,651,"7,110",90,charcoal,,,,,,,,,,16.000000,41.000000,,Pinhasi et al 2005
Southern Italy,Rendina,Last layer of ditch 4,Neolithic,LJ-150,652,"6,530",90,Charcoal,,,,,,,,,,16.875400,41.108870,,Whitehouse 2013
Northern Italy,Riccione – Via Berlinguer,,Neolithic,LTL-4562A,653,"6,422",90,Charcoal,,,,,,,,,,12.642579,43.985880,,Bernabò Brea et al 2017
Northern Italy,Rimini–Ca’Giorgetti,,Neolithic,LTL-13068A,654,"6,020",90,Charcoal,,,,,,,,,,12.454711,44.101177,,Bernabò Brea et al 2017
Northern Italy,Rimini–Ca’Giorgetti,,Neolithic,LTL-13066A,655,"6,051",90,Charcoal,,,,,,,,,,12.454711,44.101177,,Bernabò Brea et al 2017
Sardinia,Rio Saboccu,Structure 2 lower layers,Neolithic,Ly-3010,656,"6,230",90,Charcoal,,,,,,,,,,8.641865,39.814486,,Lugliè 2018
Sardinia,Rio Saboccu,S2 (Structure 2) lower layer,Neolithic,AA-58899,657,"6,266",90,Charcoal,,,,,,,,,,8.641865,39.814486,,Lugliè 2018
Central Italy,Rio Tana,US 3,Neolithic,AECV-2011c,658,"6,790",90,Charcoal,,,,,,,,,,13.686309,41.934504,,Skeates & Whitehouse 1996
Central Italy,Rio Tana,US 5,Neolithic,AECV-2012c,659,"6,860",90,Charcoal,"Cornus sp., ",,,,,,,,,13.686309,41.934504,,Skeates & Whitehouse 1996
Southern Italy,Ripa Tetta,"Area B, cobbled area",Neolithic,CAMS-2681,660,"6,890",90,Seed,Cerealia,,,,,,,,,15.333300,41.500000,,Pinhasi et al 2005
Southern Italy,Ripa Tetta,"Cobble paved area, TG1B",Neolithic,LTL-16676A,661,"6,910",90,Seed,Cerealia,,,,,,,,,15.333300,41.500000,,Fiorentino et al 2013
Southern Italy,Ripa Tetta,"Cobble paved area, TG1B",Neolithic,LTL-16677A,662,"6,988",90,Seed,Cerealia,,,,,,,,,15.333300,41.500000,,Binder et al
Central Italy,Ripabianca di Monterado,,Neolithic,R-598a,663,"6,140",90,charcoal,,,,,,,,,,13.100000,43.710000,,Müller 1991
Central Italy,Ripabianca di Monterado,,Neolithic,R-598,664,"6,210",90,charcoal,,,,,,,,,,13.100000,43.710000,,Müller 1991
Central Italy,Ripabianca di Monterado,,Neolithic,R-599,665,"6,260",90,charcoal,,,,,,,,,,13.100000,43.710000,,Pinhasi et al 2005
Central Italy,Ripabianca di Monterado,,Neolithic,R-599a,666,"6,260",90,charcoal,,,,,,,,,,13.100000,43.710000,,Müller 1991
Central Italy,Riparo Blanc,,Mesolithic,R-341,667,"8,565",80,Charcoal,,,,,,,,,,13.043300,41.229200,,Lo Veto & Martini 2016
Northern Italy,Riparo di Pradestel,D1-D3,Mesolithic,R-1148,668,"6,870",90,Charcoal,,,,,,,,,,11.121749,46.074779,,Skeates 1994
Northern Italy,Riparo di Pradestel,H1-H2,Mesolithic,R-1149,669,"8,200",90,Charcoal,,,,,,,,,,11.121749,46.074779,,Skeates 1994
Northern Italy,Riparo di Pradestel,L1,Mesolithic,R-1150,670,"8,240",90,Charcoal,,,,,,,,,,11.121749,46.074779,,Skeates 1994
Northern Italy,Riparo di Pradestel,L7-L8,Mesolithic,R-1151,671,"9,320",90,Charcoal,,,,,,,,,,11.121749,46.074779,,Skeates 1994
Northern Italy,Riparo di Romagnano III,,Neolithic,R-781a,672,"6,060",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
Northern Italy,Riparo di Romagnano III,AA 1-2,Neolithic,R-1136,673,"6,480",90,Charcoal,,,,,,,,,,11.130000,46.017384,,Skeates 1994
