Gene,Feature,FoldChange.phos,pval.phos,logp.phos,FDR.phos,logfdr.phos,signedlogp.phos,signedfdr.phos,FoldChange.prot,pval.prot,logp.prot,FDR.prot,logfdr.prot,signedlogp.prot,signedfdr.prot,Comparison
CDC14A,CDC14A-S484,-0.53455,4.02E-04,3.395521519,0.033546293,1.474355468,-3.395521519,-1.474355468,-0.1488,0.429535944,0.367000488,0.636471037,0.196221354,-0.367000488,-0.196221354,CNV-high
CDC42EP4,CDC42EP4-S142,0.6875,2.46E-04,3.608908746,0.025879967,1.587036288,3.608908746,1.587036288,-0.004,0.204564695,0.689169317,0.409792533,0.387435959,-0.689169317,-0.387435959,CNV-high
CDCA2,CDCA2-S756,0.5365,7.19E-04,3.143495741,0.044566005,1.3509963,3.143495741,1.3509963,0.37855,0.019088266,1.719233519,0.088210927,1.054477615,1.719233519,1.054477615,CNV-high
CENPC,CENPC-S177,0.4685,6.68E-04,3.175133296,0.042920599,1.367334228,3.175133296,1.367334228,0.07145,0.25720953,0.589712945,0.468881641,0.328936771,0.589712945,0.328936771,CNV-high
CEP131,CEP131-S798,-0.681,3.71E-04,3.430240216,0.032132315,1.49305798,-3.430240216,-1.49305798,-0.049,0.746581344,0.126922867,0.867592957,0.061683982,-0.126922867,-0.061683982,CNV-high
CEP95,CEP95-S419,0.994,3.45E-05,4.462437913,0.009036633,2.043993374,4.462437913,2.043993374,0.015955,0.986775728,0.005781541,0.996227168,0.001641619,0.005781541,0.001641619,CNV-high
CGNL1,CGNL1-S202,-0.37955,4.50E-04,3.347070497,0.035256434,1.452761617,-3.347070497,-1.452761617,-0.5205,0.010076596,1.996686137,0.057895584,1.237354559,-1.996686137,-1.237354559,CNV-high
CHAMP1,CHAMP1-S632,0.5087,5.97E-04,3.224242861,0.040144152,1.396377707,3.224242861,1.396377707,0.1799,0.115987685,0.935588119,0.288617375,0.539677527,0.935588119,0.539677527,CNV-high
CHAMP1,CHAMP1-T458,0.989,8.01E-05,4.096521877,0.014506442,1.838439094,4.096521877,1.838439094,0.1799,0.115987685,0.935588119,0.288617375,0.539677527,0.935588119,0.539677527,CNV-high
CHAMP1,CHAMP1-S284,0.4395,4.78E-04,3.320327552,0.036543329,1.437191898,3.320327552,1.437191898,0.1799,0.115987685,0.935588119,0.288617375,0.539677527,0.935588119,0.539677527,CNV-high
CHAMP1,CHAMP1-S627,0.42337,4.24E-04,3.372326136,0.034213502,1.46580247,3.372326136,1.46580247,0.1799,0.115987685,0.935588119,0.288617375,0.539677527,0.935588119,0.539677527,CNV-high
CHD3,CHD3-S152,-0.4335,6.86E-04,3.163518032,0.043449287,1.362017346,-3.163518032,-1.362017346,-0.1196,0.322473723,0.491505668,0.533630774,0.272759133,-0.491505668,-0.272759133,CNV-high
CHD3,CHD3-T1616,-0.39305,6.76E-04,3.16986532,0.043214834,1.364367155,-3.16986532,-1.364367155,-0.1196,0.322473723,0.491505668,0.533630774,0.272759133,-0.491505668,-0.272759133,CNV-high
CHD6,CHD6-T1339,0.33815,5.00E-04,3.301276014,0.037320247,1.428055489,3.301276014,1.428055489,0.2023,0.07554675,1.121784215,0.22004408,0.65749031,1.121784215,0.65749031,CNV-high
CHD7,CHD7-S2272,0.398,5.96E-04,3.224733834,0.040144152,1.396377707,3.224733834,1.396377707,0.0815,0.202448598,0.693685225,0.408070013,0.389265318,0.693685225,0.389265318,CNV-high
CHEK2,CHEK2-S163,1.846,3.28E-05,4.484739022,0.008818949,2.054583176,4.484739022,2.054583176,0.215,0.111434632,0.952979819,0.281353995,0.550746914,0.952979819,0.550746914,CNV-high
CIC,CIC-S555,-0.442,1.11E-04,3.953740036,0.016813356,1.7743456,-3.953740036,-1.7743456,-0.01925,0.955459437,0.019787746,0.981007105,0.008327847,-0.019787746,-0.008327847,CNV-high
CLIP1,CLIP1-S310,-0.3538,8.10E-04,3.091407477,0.047686221,1.321607096,-3.091407477,-1.321607096,-0.03705,0.546905319,0.262087853,0.728685315,0.137459983,-0.262087853,-0.137459983,CNV-high
CTNND1,CTNND1-S346,-0.4936,3.92E-06,5.407112884,0.002768658,2.557730668,-5.407112884,-2.557730668,-0.14825,0.023208461,1.634353659,0.100427484,0.99814742,-1.634353659,-0.99814742,CNV-high
CTNND1,CTNND1-S352,-0.49759,1.69E-04,3.773320414,0.020743454,1.683118921,-3.773320414,-1.683118921,-0.14825,0.023208461,1.634353659,0.100427484,0.99814742,-1.634353659,-0.99814742,CNV-high
CTNND1,CTNND1-S349,-0.375375,1.44E-04,3.843075597,0.019230979,1.715998603,-3.843075597,-1.715998603,-0.14825,0.023208461,1.634353659,0.100427484,0.99814742,-1.634353659,-0.99814742,CNV-high
CTTN,CTTN-S410,0.577,8.14E-04,3.08946708,0.047774896,1.320800248,3.08946708,1.320800248,-0.0164,0.393248814,0.405332578,0.603185249,0.219549288,-0.405332578,-0.219549288,CNV-high
DDB2,DDB2-S26,-0.34775,7.93E-04,3.100544427,0.047086023,1.327107992,-3.100544427,-1.327107992,-0.2735,0.021340001,1.670805558,0.095082063,1.021901404,-1.670805558,-1.021901404,CNV-high
DDHD1,DDHD1-S723,0.284975,1.05E-04,3.977004952,0.016452329,1.783772601,3.977004952,1.783772601,0.2321,0.070741818,1.150323784,0.210673141,0.676390829,1.150323784,0.676390829,CNV-high
DENND4C,DENND4C-S1049,-0.72625,5.68E-04,3.245310154,0.0392813,1.40581415,-3.245310154,-1.40581415,0.0674,0.640669249,0.193366121,0.79924677,0.09731911,0.193366121,0.09731911,CNV-high
DLGAP4,DLGAP4-T715,0.576,8.20E-04,3.08615761,0.048023785,1.318543613,3.08615761,1.318543613,0.0691,0.857524366,0.066753531,0.934091277,0.029610683,0.066753531,0.029610683,CNV-high
DMXL2,DMXL2-S326,0.56,3.23E-04,3.490430399,0.029866455,1.52481632,3.490430399,1.52481632,0.09251,0.189341359,0.72275451,0.391413687,0.407363992,0.72275451,0.407363992,CNV-high
DOT1L,DOT1L-S1153,-0.4685,6.92E-04,3.159909201,0.043697448,1.359543926,-3.159909201,-1.359543926,-0.15815,0.238389306,0.622713231,0.447950333,0.348770136,-0.622713231,-0.348770136,CNV-high
DYNC1LI1,DYNC1LI1-S516,-0.432645,8.27E-05,4.08232046,0.014589373,1.835963363,-4.08232046,-1.835963363,-0.05252,0.270859308,0.567256235,0.48392268,0.315224024,-0.567256235,-0.315224024,CNV-high
EIF2S2,EIF2S2-S67,0.919,4.82E-04,3.31699094,0.036543329,1.437191898,3.31699094,1.437191898,0.1405,0.041487733,1.382080299,0.147686961,0.830657847,1.382080299,0.830657847,CNV-high
EIF2S2,EIF2S2-S2,0.5379,1.58E-04,3.802067755,0.020125201,1.696259774,3.802067755,1.696259774,0.1405,0.041487733,1.382080299,0.147686961,0.830657847,1.382080299,0.830657847,CNV-high
EIF4G3,EIF4G3-S229,-0.571,7.67E-04,3.115461644,0.046061335,1.33666348,-3.115461644,-1.33666348,-0.01555,0.77087407,0.113016562,0.882212791,0.05442665,-0.113016562,-0.05442665,CNV-high
EML4,EML4-S151,0.40865,4.31E-04,3.365554419,0.034571826,1.461277687,3.365554419,1.461277687,0.197,0.054490557,1.263678752,0.177348083,0.751173501,1.263678752,0.751173501,CNV-high
EMSY,EMSY-S224,-0.2085575,5.35E-04,3.271970491,0.038141157,1.418606141,-3.271970491,-1.418606141,-0.0612,0.681130582,0.16676962,0.8242069,0.083963754,-0.16676962,-0.083963754,CNV-high
ENTPD4,ENTPD4-S597,-0.804,3.46E-04,3.461492341,0.030502712,1.515661542,-3.461492341,-1.515661542,-0.472,0.256942875,0.590163422,0.468881641,0.328936771,-0.590163422,-0.328936771,CNV-high
EPRS,EPRS-S886,0.265692,4.72E-05,4.32634586,0.010661895,1.972165589,4.32634586,1.972165589,0.135,0.257212301,0.589708266,0.468881641,0.328936771,0.589708266,0.328936771,CNV-high
EXOC7,EXOC7-S245,-0.65,3.99E-04,3.39903752,0.033390943,1.476371315,-3.39903752,-1.476371315,-0.02301,0.155538697,0.808161543,0.345983662,0.460944409,-0.808161543,-0.460944409,CNV-high
FAM129A,FAM129A-T584,0.525,2.96E-04,3.528509406,0.02811298,1.55109312,3.528509406,1.55109312,0.19796,0.052031956,1.283729845,0.171547354,0.765615977,1.283729845,0.765615977,CNV-high
FAM193A,FAM193A-S1129,-0.7405,1.53E-04,3.814993999,0.019799797,1.703339263,-3.814993999,-1.703339263,-0.06865,0.595701116,0.224971586,0.766527171,0.115472446,-0.224971586,-0.115472446,CNV-high
FAM208B,FAM208B-S1541,0.6904,2.12E-04,3.674269788,0.023570309,1.627634718,3.674269788,1.627634718,0.115,0.048290595,1.31613744,0.163200663,0.787278082,1.31613744,0.787278082,CNV-high
FAM219A,FAM219A-S72,0.47001,3.43E-04,3.464117449,0.030436507,1.516605184,3.464117449,1.516605184,-0.0569,0.733807663,0.134417757,0.859869541,0.065567435,-0.134417757,-0.065567435,CNV-high
FAM83G,FAM83G-S116,-1.337,8.69E-04,3.060812215,0.049472391,1.305637096,-3.060812215,-1.305637096,-0.049265,0.696755582,0.156919543,0.834589972,0.078526838,-0.156919543,-0.078526838,CNV-high
FAM84B,FAM84B-S299,0.499985,3.42E-04,3.46616253,0.030421986,1.516812445,3.46616253,1.516812445,0.0155,0.533711065,0.272693793,0.718129623,0.143797158,0.272693793,0.143797158,CNV-high
FARP2,FARP2-T455,-1.1125,5.37E-04,3.269980965,0.038236056,1.417526914,-3.269980965,-1.417526914,-0.2519,0.02521436,1.598352054,0.105980515,0.974773973,-1.598352054,-0.974773973,CNV-high
FARP2,FARP2-S876,-0.616,7.61E-04,3.118772861,0.045939754,1.337811333,-3.118772861,-1.337811333,-0.2519,0.02521436,1.598352054,0.105980515,0.974773973,-1.598352054,-0.974773973,CNV-high
FARP2,FARP2-S476,-0.686,3.65E-05,4.437975515,0.009286775,2.032135072,-4.437975515,-2.032135072,-0.2519,0.02521436,1.598352054,0.105980515,0.974773973,-1.598352054,-0.974773973,CNV-high
FLNB,FLNB-S2496,0.87707,1.71E-05,4.766318377,0.0059602,2.224739134,4.766318377,2.224739134,-0.3059235,0.017609683,1.754248467,0.083329079,1.079203419,-1.754248467,-1.079203419,CNV-high
FLOT1,FLOT1-S385,-0.5844,3.77E-05,4.42361261,0.009353886,2.029007925,-4.42361261,-2.029007925,-0.208825,0.418021243,0.378801648,0.626040991,0.20339723,-0.378801648,-0.20339723,CNV-high
FOXA2,FOXA2-S309,-0.702,3.00E-05,4.52269049,0.008343616,2.078645694,-4.52269049,-2.078645694,-0.7005,0.011171134,1.951902737,0.061853928,1.208632716,-1.951902737,-1.208632716,CNV-high
FOXA2,FOXA2-S313,-0.6135,5.47E-05,4.262034638,0.011355427,1.944796515,-4.262034638,-1.944796515,-0.7005,0.011171134,1.951902737,0.061853928,1.208632716,-1.951902737,-1.208632716,CNV-high
FOXK2,FOXK2-S239,0.3395,1.25E-04,3.904115555,0.017642244,1.753446186,3.904115555,1.753446186,0.0376,0.601241992,0.220950695,0.7705917,0.113175673,0.220950695,0.113175673,CNV-high
FOXO3,FOXO3-S413,0.4027,5.42E-04,3.265619981,0.038255922,1.417301331,3.265619981,1.417301331,0.0565485,0.094609894,1.024063442,0.255104982,0.59328106,1.024063442,0.59328106,CNV-high
FOXO3,FOXO3-S43,0.495575,2.81E-07,6.55169973,8.49E-04,3.071225668,6.55169973,3.071225668,0.0565485,0.094609894,1.024063442,0.255104982,0.59328106,1.024063442,0.59328106,CNV-high
GABARAPL2,GABARAPL2-S10,0.6213,4.33E-04,3.363994232,0.034638803,1.460437127,3.363994232,1.460437127,0.11335,0.140993989,0.850799403,0.327058493,0.485374568,0.850799403,0.485374568,CNV-high
GAS2L2,GAS2L2-S834,-0.776,7.32E-04,3.135361912,0.044725547,1.349444343,-3.135361912,-1.349444343,-0.44734,0.025301557,1.59685276,0.106252603,0.973660422,-1.59685276,-0.973660422,CNV-high
GAS2L2,GAS2L2-S316,-1.001,7.20E-05,4.142535572,0.013451781,1.871220224,-4.142535572,-1.871220224,-0.44734,0.025301557,1.59685276,0.106252603,0.973660422,-1.59685276,-0.973660422,CNV-high
GCFC2,GCFC2-S180,0.56333,3.31E-04,3.480619839,0.030202403,1.519958506,3.480619839,1.519958506,0.0462,0.531091646,0.27483053,0.715744993,0.145241682,0.27483053,0.145241682,CNV-high
GCFC2,GCFC2-S174,0.353,2.91E-04,3.536353194,0.027913244,1.554189686,3.536353194,1.554189686,0.0462,0.531091646,0.27483053,0.715744993,0.145241682,0.27483053,0.145241682,CNV-high
GNL3L,GNL3L-S465,-0.4115,1.39E-04,3.856961802,0.018797177,1.725907375,-3.856961802,-1.725907375,-0.0497,0.193408532,0.713524371,0.396821791,0.401404487,-0.713524371,-0.401404487,CNV-high
GPALPP1,GPALPP1-S28,-0.5205,5.38E-04,3.269612045,0.038236056,1.417526914,-3.269612045,-1.417526914,-0.0277,0.497637945,0.303086512,0.69054186,0.16080999,-0.303086512,-0.16080999,CNV-high
GPATCH4,GPATCH4-S133,0.5966,7.18E-04,3.144066104,0.044564648,1.351009518,3.144066104,1.351009518,0.2995,0.013531555,1.868652282,0.070465932,1.152020801,1.868652282,1.152020801,CNV-high
HDGF,HDGF-S188,0.5023,5.35E-04,3.272023143,0.038141157,1.418606141,3.272023143,1.418606141,0.3869,0.015968723,1.79672981,0.078448871,1.105413301,1.79672981,1.105413301,CNV-high
HDGF,HDGF-S262,0.59275,6.59E-05,4.180870841,0.012809255,1.892476144,4.180870841,1.892476144,0.3869,0.015968723,1.79672981,0.078448871,1.105413301,1.79672981,1.105413301,CNV-high
HIP1,HIP1-S338,-0.4091,1.06E-04,3.972702866,0.016509601,1.782263416,-3.972702866,-1.782263416,-0.1268,0.116912838,0.932137797,0.289849061,0.537828102,-0.932137797,-0.537828102,CNV-high
HNRNPAB,HNRNPAB-S242,0.6723,1.44E-04,3.841884077,0.019230979,1.715998603,3.841884077,1.715998603,0.057,0.552225554,0.2578835,0.732848396,0.134985858,0.2578835,0.134985858,CNV-high
HSP90B1,HSP90B1-S306,1.033525,3.39E-04,3.469890034,0.03031601,1.518327965,3.469890034,1.518327965,0.137,0.448452015,0.34828402,0.652395487,0.185489052,0.34828402,0.185489052,CNV-high
HTATSF1,HTATSF1-S494,0.48355,5.58E-04,3.253563813,0.038875032,1.41032924,3.253563813,1.41032924,0.014395,0.29961433,0.523437419,0.512076216,0.290665395,0.523437419,0.290665395,CNV-high
IGF2BP1,IGF2BP1-S181,1.835,3.15E-04,3.501374351,0.029324467,1.532769878,3.501374351,1.532769878,0.4355,0.01368966,1.863607344,0.070940349,1.149106681,1.863607344,1.149106681,CNV-high
INCENP,INCENP-S143,1.0852,4.70E-04,3.328005532,0.036425366,1.438596078,3.328005532,1.438596078,0.2265,0.030848952,1.510759587,0.121205379,0.916478107,1.510759587,0.916478107,CNV-high
ING5,ING5-S120,0.40175,1.98E-04,3.704338286,0.022751313,1.642993532,3.704338286,1.642993532,0.16773,0.0141471,1.849332564,0.072399951,1.140261729,1.849332564,1.140261729,CNV-high
INTS3,INTS3-S499,0.5366,6.04E-04,3.218666835,0.040493938,1.392609988,3.218666835,1.392609988,0.0888,0.031215799,1.505625538,0.122155116,0.91308834,1.505625538,0.91308834,CNV-high
IPO5,IPO5-S845,-0.472,4.80E-04,3.318445905,0.036543329,1.437191898,-3.318445905,-1.437191898,0.0295,0.792316947,0.101101055,0.895825486,0.047776586,0.101101055,0.047776586,CNV-high
IRF2BP1,IRF2BP1-S384,0.378,3.01E-04,3.521462133,0.028435571,1.54613805,3.521462133,1.54613805,0.136,0.010076815,1.996676733,0.057895584,1.237354559,1.996676733,1.237354559,CNV-high
IWS1,IWS1-S377,0.27595,4.96E-04,3.304282607,0.037247459,1.42890335,3.304282607,1.42890335,0.09535,0.013682358,1.863839035,0.070940349,1.149106681,1.863839035,1.149106681,CNV-high
JPT1,JPT1-S71,1.24825,4.52E-04,3.345128574,0.035357129,1.451523005,3.345128574,1.451523005,0.235,0.174968732,0.757039556,0.373334242,0.427902175,0.757039556,0.427902175,CNV-high
KAT14,KAT14-S288,0.6265,5.16E-04,3.287353773,0.037533462,1.425581374,3.287353773,1.425581374,0.15905,0.072797361,1.137884365,0.214553238,0.668464928,1.137884365,0.668464928,CNV-high
KCTD3,KCTD3-S148,-0.2974,8.78E-04,3.056339964,0.04965676,1.304021625,-3.056339964,-1.304021625,-0.0961,0.652124961,0.185669177,0.806961274,0.093147306,-0.185669177,-0.093147306,CNV-high
KIAA0232,KIAA0232-S227,-0.6672,9.91E-06,5.003905793,0.004498737,2.346909419,-5.003905793,-2.346909419,-0.2634,0.039028436,1.408618851,0.142339787,0.84667369,-1.408618851,-0.84667369,CNV-high
KIAA0232,KIAA0232-S156,-0.33045,1.06E-04,3.972794455,0.016509601,1.782263416,-3.972794455,-1.782263416,-0.2634,0.039028436,1.408618851,0.142339787,0.84667369,-1.408618851,-0.84667369,CNV-high
KIAA0232,KIAA0232-S164,-0.23405,4.40E-04,3.356062089,0.034839887,1.457923257,-3.356062089,-1.457923257,-0.2634,0.039028436,1.408618851,0.142339787,0.84667369,-1.408618851,-0.84667369,CNV-high
KIAA0556,KIAA0556-S368,-0.4555,5.76E-04,3.239893938,0.039436231,1.404104594,-3.239893938,-1.404104594,-0.1419,0.312801671,0.504730935,0.525303121,0.279590019,-0.504730935,-0.279590019,CNV-high
KIAA0753,KIAA0753-S826,-0.442,7.71E-04,3.113214342,0.046142237,1.335901354,-3.113214342,-1.335901354,-0.2032,0.044355099,1.353056443,0.154550763,0.810928848,-1.353056443,-0.810928848,CNV-high
KIDINS220,KIDINS220-S886,1.022,6.61E-04,3.179660738,0.04279629,1.368593882,3.179660738,1.368593882,0.1551,0.176240795,0.753893557,0.374631097,0.426396176,0.753893557,0.426396176,CNV-high
KIF13A,KIF13A-S1394,0.2574,6.22E-04,3.205998064,0.041129308,1.385848599,3.205998064,1.385848599,0.21468,0.0138352,1.859014566,0.07142433,1.146153824,1.859014566,1.146153824,CNV-high
KMT2A,KMT2A-S3530,0.269,2.92E-04,3.534849098,0.027954618,1.553546432,3.534849098,1.553546432,0.14915,0.051075107,1.291790716,0.169331806,0.77126146,1.291790716,0.77126146,CNV-high
KMT2B,KMT2B-S844,0.5415,8.40E-05,4.075883616,0.014716392,1.832198654,4.075883616,1.832198654,0.06815,0.102747596,0.98822833,0.268110799,0.571685693,0.98822833,0.571685693,CNV-high
KRT17,KRT17-S32,1.177,3.87E-04,3.412291202,0.032784362,1.484333266,3.412291202,1.484333266,0.843,0.232928156,0.632778011,0.441661038,0.354910912,0.632778011,0.354910912,CNV-high
LARP1B,LARP1B-S432,-0.47645,6.38E-04,3.195225052,0.041813125,1.378687369,-3.195225052,-1.378687369,-0.09149,0.081263574,1.09010408,0.231402106,0.635632692,-1.09010408,-0.635632692,CNV-high
LARP1B,LARP1B-S436,-0.488,6.53E-05,4.185338742,0.012729274,1.895196379,-4.185338742,-1.895196379,-0.09149,0.081263574,1.09010408,0.231402106,0.635632692,-1.09010408,-0.635632692,CNV-high
LAS1L,LAS1L-S246,-0.607,1.73E-05,4.760887413,0.005992094,2.222421405,-4.760887413,-2.222421405,0.1725,0.013531011,1.86866974,0.070465932,1.152020801,1.86866974,1.152020801,CNV-high
LAS1L,LAS1L-S249,-0.464225,2.23E-05,4.652138065,0.007089448,2.149387608,-4.652138065,-2.149387608,0.1725,0.013531011,1.86866974,0.070465932,1.152020801,1.86866974,1.152020801,CNV-high
LAS1L,LAS1L-S238,-0.3828375,8.23E-04,3.084601545,0.048137883,1.31751301,-3.084601545,-1.31751301,0.1725,0.013531011,1.86866974,0.070465932,1.152020801,1.86866974,1.152020801,CNV-high
LAS1L,LAS1L-T236,-0.3765,5.90E-04,3.229105493,0.039975172,1.398209661,-3.229105493,-1.398209661,0.1725,0.013531011,1.86866974,0.070465932,1.152020801,1.86866974,1.152020801,CNV-high
LASP1,LASP1-T104,0.4915,2.77E-04,3.557303929,0.027287253,1.564040181,3.557303929,1.564040181,0.1095,0.091501719,1.038570745,0.250330839,0.601485646,1.038570745,0.601485646,CNV-high
LDB1,LDB1-T314,0.90012,3.42E-04,3.465807589,0.030421986,1.516812445,3.465807589,1.516812445,0.0392,0.413445694,0.383581527,0.621987021,0.206218678,0.383581527,0.206218678,CNV-high
LLGL2,LLGL2-S680,-0.686,7.06E-04,3.151223234,0.044215179,1.354428616,-3.151223234,-1.354428616,-0.3046,0.013532099,1.868634824,0.070465932,1.152020801,-1.868634824,-1.152020801,CNV-high
LMNA,LMNA-S458,0.39495,6.96E-04,3.157208611,0.043763953,1.358883454,3.157208611,1.358883454,0.0195,0.500170514,0.300881915,0.693066829,0.159224887,0.300881915,0.159224887,CNV-high
LMNB1,LMNB1-S302,-0.498,1.62E-04,3.791081024,0.020279391,1.692945082,-3.791081024,-1.692945082,-0.093665,0.068277738,1.165720874,0.206187677,0.685737295,-1.165720874,-0.685737295,CNV-high
LRCH1,LRCH1-T538,-0.456425,7.64E-04,3.116715322,0.046008055,1.33716613,-3.116715322,-1.33716613,-0.1466,0.089976353,1.045871612,0.247558645,0.606321903,-1.045871612,-0.606321903,CNV-high
MARCKS,MARCKS-S77,0.46235,3.35E-04,3.475032249,0.030202403,1.519958506,3.475032249,1.519958506,0.4091,0.012795219,1.892952274,0.06782251,1.168626143,1.892952274,1.168626143,CNV-high
MCC,MCC-S308,-0.32845,3.66E-04,3.436100006,0.031774079,1.497927033,-3.436100006,-1.497927033,-0.1205,0.204569968,0.689158122,0.409792533,0.387435959,-0.689158122,-0.387435959,CNV-high
MCC,MCC-S310,-0.28845,4.02E-04,3.395927181,0.033546293,1.474355468,-3.395927181,-1.474355468,-0.1205,0.204569968,0.689158122,0.409792533,0.387435959,-0.689158122,-0.387435959,CNV-high
MCM3,MCM3-S726,0.8985,1.94E-05,4.712844528,0.006462217,2.189618486,4.712844528,2.189618486,0.4875,0.015968416,1.796738162,0.078448871,1.105413301,1.796738162,1.105413301,CNV-high
MIA3,MIA3-S1670,-0.661775,1.62E-05,4.790920677,0.00579882,2.236660401,-4.790920677,-2.236660401,-0.4405,0.013381686,1.873489174,0.069989954,1.154964295,-1.873489174,-1.154964295,CNV-high
MICALL1,MICALL1-S447,-0.6205,2.83E-04,3.548487772,0.02743249,1.561734763,-3.548487772,-1.561734763,-0.0565,0.208870369,0.680123166,0.415607389,0.381316739,-0.680123166,-0.381316739,CNV-high
MISP3,MISP3-S91,-0.76725,5.42E-04,3.26560374,0.038255922,1.417301331,-3.26560374,-1.417301331,-0.577,0.031530789,1.501265164,0.122578929,0.911584178,-1.501265164,-0.911584178,CNV-high
MKI67,MKI67-S308,0.7818,3.09E-04,3.509626047,0.028938596,1.538522546,3.509626047,1.538522546,0.532,0.010918368,1.961842256,0.060744361,1.21649403,1.961842256,1.21649403,CNV-high
MRTFA,MRTFA-S420,-0.601,6.22E-04,3.205931562,0.041129308,1.385848599,-3.205931562,-1.385848599,-0.0166,0.620816412,0.207036811,0.785032903,0.10511214,-0.207036811,-0.10511214,CNV-high
MTCL1,MTCL1-S1195,-0.534,2.87E-04,3.541516882,0.027638163,1.558490823,-3.541516882,-1.558490823,-0.36646,0.040961889,1.387620029,0.146710371,0.833539185,-1.387620029,-0.833539185,CNV-high
MYO9A,MYO9A-S1330,0.8815,5.93E-04,3.227146496,0.039989732,1.398051505,3.227146496,1.398051505,0.0475,0.29591078,0.528839213,0.508762704,0.293484733,0.528839213,0.293484733,CNV-high
NAA10,NAA10-S182,0.56095,5.01E-04,3.300404836,0.037320247,1.428055489,3.300404836,1.428055489,0.0258,0.832541238,0.079594245,0.920016978,0.036204158,0.079594245,0.036204158,CNV-high
NAA10,NAA10-S205,0.423,1.19E-04,3.92263329,0.017453824,1.758109406,3.92263329,1.758109406,0.0258,0.832541238,0.079594245,0.920016978,0.036204158,0.079594245,0.036204158,CNV-high
NASP,NASP-S421,0.7335,8.76E-04,3.057351528,0.049641785,1.304152611,3.057351528,1.304152611,0.152,0.211779256,0.674116581,0.418346329,0.378464038,0.674116581,0.378464038,CNV-high
NAV1,NAV1-S1253,-0.53105,9.57E-06,5.01892622,0.004498737,2.346909419,-5.01892622,-2.346909419,-0.2742,0.010795624,1.966752255,0.060338083,1.219408494,-1.966752255,-1.219408494,CNV-high
NBEAL2,NBEAL2-T1867,-0.974,3.78E-04,3.42197846,0.032470603,1.488509651,-3.42197846,-1.488509651,-0.0635,0.35675343,0.447631843,0.567827287,0.245783741,-0.447631843,-0.245783741,CNV-high
NBN,NBN-S343,0.6792695,3.09E-05,4.509659515,0.008548629,2.06810352,4.509659515,2.06810352,0.04608,0.152081501,0.817923611,0.341004195,0.467240279,0.817923611,0.467240279,CNV-high
NBN,NBN-S615,1.2195,4.05E-04,3.392167157,0.033574847,1.473985959,3.392167157,1.473985959,0.04608,0.152081501,0.817923611,0.341004195,0.467240279,0.817923611,0.467240279,CNV-high
NCOA5,NCOA5-S116,0.4028,5.85E-04,3.233138831,0.039740631,1.400765245,3.233138831,1.400765245,0.11735,0.117850211,0.928669637,0.291218152,0.535781558,0.928669637,0.535781558,CNV-high
NEDD1,NEDD1-S418,-0.9131275,2.26E-04,3.646064603,0.024556668,1.609830569,-3.646064603,-1.609830569,-0.1344,0.217673759,0.662193923,0.425349017,0.371254566,-0.662193923,-0.371254566,CNV-high
NKTR,NKTR-S1062,0.4218,7.04E-04,3.152687121,0.044142055,1.355147454,3.152687121,1.355147454,0.089633,0.177521002,0.75075026,0.376297993,0.424468098,0.75075026,0.424468098,CNV-high
NMT2,NMT2-S61,0.58255,1.90E-04,3.720773379,0.022076353,1.656072673,3.720773379,1.656072673,0.2963,0.037662313,1.42409301,0.138548922,0.858396848,1.42409301,0.858396848,CNV-high
NMT2,NMT2-T64,0.55955,1.11E-04,3.955817063,0.016813356,1.7743456,3.955817063,1.7743456,0.2963,0.037662313,1.42409301,0.138548922,0.858396848,1.42409301,0.858396848,CNV-high
NOLC1,NOLC1-T617,0.92825,7.33E-04,3.13510811,0.044725547,1.349444343,3.13510811,1.349444343,0.2185,0.039920143,1.398807916,0.144171928,0.841119293,1.398807916,0.841119293,CNV-high
NT5C,NT5C-S182,-1.233,1.83E-06,5.7373254,0.001925355,2.715489188,-5.7373254,-2.715489188,-0.4861,0.010795854,1.96674301,0.060338083,1.219408494,-1.96674301,-1.219408494,CNV-high
NUCKS1,NUCKS1-S181,0.5925,4.80E-04,3.318678479,0.036543329,1.437191898,3.318678479,1.437191898,0.2181,0.14981175,0.824454124,0.338259535,0.470749953,0.824454124,0.470749953,CNV-high
PACS2,PACS2-S349,-0.540675,1.87E-04,3.728676521,0.021929075,1.658979693,-3.728676521,-1.658979693,-0.0535,0.562946384,0.249532966,0.741444851,0.129921146,-0.249532966,-0.129921146,CNV-high
PALLD,PALLD-Y427,-1.01225,5.48E-04,3.261594955,0.03838905,1.415792633,-3.261594955,-1.415792633,0.055,0.6378144,0.19530568,0.79736504,0.098342809,0.19530568,0.098342809,CNV-high
PALM,PALM-T145,0.675,9.45E-05,4.024423461,0.015606408,1.806697037,4.024423461,1.806697037,0.5785,0.021565682,1.666236812,0.095646773,1.019329676,1.666236812,1.019329676,CNV-high
PALM,PALM-S116,0.954,5.48E-04,3.26090863,0.03838905,1.415792633,3.26090863,1.415792633,0.5785,0.021565682,1.666236812,0.095646773,1.019329676,1.666236812,1.019329676,CNV-high
PALM,PALM-T141,0.829,2.56E-05,4.59241023,0.007632535,2.117331201,4.59241023,2.117331201,0.5785,0.021565682,1.666236812,0.095646773,1.019329676,1.666236812,1.019329676,CNV-high
